university_id,mext_school_code,mext_experimental_code,official_name_ja,official_name_en,normalized_name_ja,former_name_ja,institution_status,institution_type,establishment_category,main_or_branch,parent_institution_id,school_corporation_name_ja,postal_code,prefecture_code,prefecture_ja,municipality_ja,address_ja,official_website_url,mext_source_url,mext_record_updated_at,record_created_at,record_updated_at,verification_status,review_notes
univ_f101310100196,F101310100196,not_found,北海学園大学,not_found,北海学園大学,not_found,active,university,private,main,not_applicable,not_found,0628605,01,北海道,札幌市,北海道札幌市豊平区旭町４丁目１－４０,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100203,F101310100203,not_found,北海道科学大学,not_found,北海道科学大学,not_found,active,university,private,main,not_applicable,not_found,0068585,01,北海道,札幌市,北海道札幌市手稲区前田７条１５－４－１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100212,F101310100212,not_found,酪農学園大学,not_found,酪農学園大学,not_found,active,university,private,main,not_applicable,not_found,0698501,01,北海道,江別市,北海道江別市文京台緑町５８２番地,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100230,F101310100230,not_found,北海道医療大学,not_found,北海道医療大学,not_found,active,university,private,main,not_applicable,not_found,0610293,01,北海道,石狩郡当別町,北海道石狩郡当別町字金沢１７５７,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100249,F101310100249,not_found,北海商科大学,not_found,北海商科大学,not_found,active,university,private,main,not_applicable,not_found,0628607,01,北海道,札幌市,北海道札幌市豊平区豊平６－６－１０,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100258,F101310100258,not_found,星槎道都大学,not_found,星槎道都大学,not_found,active,university,private,main,not_applicable,not_found,0611196,01,北海道,北広島市,北海道北広島市中の沢１４９,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100267,F101310100267,not_found,北海道情報大学,not_found,北海道情報大学,not_found,active,university,private,main,not_applicable,not_found,0698585,01,北海道,江別市,北海道江別市西野幌５９－２,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100276,F101310100276,not_found,札幌国際大学,not_found,札幌国際大学,not_found,active,university,private,main,not_applicable,not_found,0048602,01,北海道,札幌市,北海道札幌市清田区清田４条１丁目４－１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100285,F101310100285,not_found,北翔大学,not_found,北翔大学,not_found,active,university,private,main,not_applicable,not_found,0698511,01,北海道,江別市,北海道江別市文京台２３,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100294,F101310100294,not_found,北洋大学,not_found,北洋大学,not_found,active,university,private,main,not_applicable,not_found,0591266,01,北海道,苫小牧市,北海道苫小牧市錦西町３丁目２番１号,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100301,F101310100301,not_found,日本赤十字北海道看護大学,not_found,日本赤十字北海道看護大学,not_found,active,university,private,main,not_applicable,not_found,0900011,01,北海道,北見市,北海道北見市曙町６６４番１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100310,F101310100310,not_found,北海道文教大学,not_found,北海道文教大学,not_found,active,university,private,main,not_applicable,not_found,0611449,01,北海道,恵庭市,北海道恵庭市黄金中央５丁目１９６番地１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100329,F101310100329,not_found,天使大学,not_found,天使大学,not_found,active,university,private,main,not_applicable,not_found,0650013,01,北海道,札幌市,北海道札幌市東区北１３条東３丁目１番３０号,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100338,F101310100338,not_found,育英館大学,not_found,育英館大学,not_found,active,university,private,main,not_applicable,not_found,0970013,01,北海道,稚内市,北海道稚内市若葉台１丁目２２９０番地２８,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100347,F101310100347,not_found,札幌大谷大学,not_found,札幌大谷大学,not_found,active,university,private,main,not_applicable,not_found,0650016,01,北海道,札幌市,北海道札幌市東区北１６条東９丁目,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100356,F101310100356,not_found,札幌保健医療大学,not_found,札幌保健医療大学,not_found,active,university,private,main,not_applicable,not_found,0070894,01,北海道,札幌市,北海道札幌市東区中沼西４条２－１－１５,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100365,F101310100365,not_found,日本医療大学,not_found,日本医療大学,not_found,active,university,private,main,not_applicable,not_found,0620053,01,北海道,札幌市,北海道札幌市豊平区月寒東３条１１丁目５０号,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100374,F101310100374,not_found,北海道千歳リハビリテーション大学,not_found,北海道千歳リハビリテーション大学,not_found,active,university,private,main,not_applicable,not_found,0660055,01,北海道,千歳市,北海道千歳市里美２－１０,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f101310100383,F101310100383,not_found,北海道武蔵女子大学,not_found,北海道武蔵女子大学,not_found,active,university,private,main,not_applicable,not_found,0010022,01,北海道,札幌市,北海道札幌市北区北２２条西１３丁目,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102110100572,F102110100572,not_found,弘前大学,not_found,弘前大学,not_found,active,university,national,main,not_applicable,not_found,0368560,02,青森県,弘前市,青森県弘前市文京町１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102210100589,F102210100589,not_found,青森公立大学,not_found,青森公立大学,not_found,active,university,public,main,not_applicable,not_found,0300196,02,青森県,青森市,青森県青森市大字合子沢字山崎１５３－４,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102210100598,F102210100598,not_found,青森県立保健大学,not_found,青森県立保健大学,not_found,active,university,public,main,not_applicable,not_found,0308505,02,青森県,青森市,青森県青森市大字浜館字間瀬５８番地の１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100603,F102310100603,not_found,青森大学,not_found,青森大学,not_found,active,university,private,main,not_applicable,not_found,0300943,02,青森県,青森市,青森県青森市幸畑２－３－１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100612,F102310100612,not_found,柴田学園大学,not_found,柴田学園大学,not_found,active,university,private,main,not_applicable,not_found,0368530,02,青森県,弘前市,青森県弘前市清原１丁目１－１６,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100621,F102310100621,not_found,弘前学院大学,not_found,弘前学院大学,not_found,active,university,private,main,not_applicable,not_found,0368577,02,青森県,弘前市,青森県弘前市稔町１３－１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100630,F102310100630,not_found,八戸工業大学,not_found,八戸工業大学,not_found,active,university,private,main,not_applicable,not_found,0310814,02,青森県,八戸市,青森県八戸市大字妙字大開８８の１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100649,F102310100649,not_found,八戸学院大学,not_found,八戸学院大学,not_found,active,university,private,main,not_applicable,not_found,0310844,02,青森県,八戸市,青森県八戸市大字美保野１３－９８,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100658,F102310100658,not_found,青森中央学院大学,not_found,青森中央学院大学,not_found,active,university,private,main,not_applicable,not_found,0300132,02,青森県,青森市,青森県青森市大字横内字神田１２,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f102310100667,F102310100667,not_found,弘前医療福祉大学,not_found,弘前医療福祉大学,not_found,active,university,private,main,not_applicable,not_found,0368102,02,青森県,弘前市,青森県弘前市大字小比内三丁目１８番地１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f103110100731,F103110100731,not_found,岩手大学,not_found,岩手大学,not_found,active,university,national,main,not_applicable,not_found,0208550,03,岩手県,盛岡市,岩手県盛岡市上田３－１８－８,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f103210100748,F103210100748,not_found,岩手県立大学,not_found,岩手県立大学,not_found,active,university,public,main,not_applicable,not_found,0200693,03,岩手県,滝沢市,岩手県滝沢市巣子１５２－５２,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f103310100755,F103310100755,not_found,岩手医科大学,not_found,岩手医科大学,not_found,active,university,private,main,not_applicable,not_found,0283694,03,岩手県,紫波郡矢巾町,岩手県紫波郡矢巾町医大通一丁目１番１号,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f103310100764,F103310100764,not_found,富士大学,not_found,富士大学,not_found,active,university,private,main,not_applicable,not_found,0258501,03,岩手県,花巻市,岩手県花巻市下根子４５０－３,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f103310100773,F103310100773,not_found,盛岡大学,not_found,盛岡大学,not_found,active,university,private,main,not_applicable,not_found,0200694,03,岩手県,滝沢市,岩手県滝沢市砂込８０８,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f103310100782,F103310100782,not_found,岩手保健医療大学,not_found,岩手保健医療大学,not_found,active,university,private,main,not_applicable,not_found,0200045,03,岩手県,盛岡市,岩手県盛岡市盛岡駅西通一丁目６番３０号,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f104110100856,F104110100856,not_found,東北大学,not_found,東北大学,not_found,active,university,national,main,not_applicable,not_found,9808577,04,宮城県,仙台市,宮城県仙台市青葉区片平２－１－１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f104110100865,F104110100865,not_found,宮城教育大学,not_found,宮城教育大学,not_found,active,university,national,main,not_applicable,not_found,9800845,04,宮城県,仙台市,宮城県仙台市青葉区荒巻字青葉１４９,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
univ_f104210100872,F104210100872,not_found,宮城大学,not_found,宮城大学,not_found,active,university,public,main,not_applicable,not_found,9813298,04,宮城県,黒川郡大和町,宮城県黒川郡大和町学苑１－１,not_found,https://www.mext.go.jp/content/20260529-mxt_chousa01-000011635_6.csv,2026-05-20,2026-07-14T02:34:06Z,2026-07-14T02:34:06Z,verified_registry_identity,"Identity verified against MEXT 2026-05-01 provisional F1 registry; English name, website, experimental code, former name, and corporation require later official-source enrichment."
